Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
5.0,MAON-mut-pl,D1,MAON-templ,C8,4m,1_4&10_ib
5.0,MAON-mut-pl,E1,MAON-templ,D8,5m,1_5&6_ib
5.0,MAON-mut-pl,E1,MAON-templ,E8,5m,1_5&7_ib
5.0,MAON-mut-pl,E1,MAON-templ,F8,5m,1_5&8_ib
5.0,MAON-mut-pl,E1,MAON-templ,G8,5m,1_5&9_ib
5.0,MAON-mut-pl,E1,MAON-templ,H8,5m,1_5&10_ib
5.0,MAON-mut-pl,F1,MAON-templ,A9,6m,1_6&7_ib
5.0,MAON-mut-pl,F1,MAON-templ,B9,6m,1_6&8_ib
5.0,MAON-mut-pl,F1,MAON-templ,C9,6m,1_6&9_ib
5.0,MAON-mut-pl,F1,MAON-templ,D9,6m,1_6&10_ib
5.0,MAON-mut-pl,G1,MAON-templ,E9,7m,1_7&8_ib
5.0,MAON-mut-pl,G1,MAON-templ,F9,7m,1_7&9_ib
5.0,MAON-mut-pl,G1,MAON-templ,G9,7m,1_7&10_ib
5.0,MAON-mut-pl,H1,MAON-templ,H9,8m,1_8&9_ib
5.0,MAON-mut-pl,H1,MAON-templ,A10,8m,1_8&10_ib
5.0,MAON-mut-pl,A2,MAON-templ,B10,9m,1_9&10_ib
5.0,MAON-mut-pl,D2,MAON-templ,C10,12m,2_11&12_ib
5.0,MAON-mut-pl,E2,MAON-templ,D10,13m,2_11&13_ib
5.0,MAON-mut-pl,F2,MAON-templ,E10,14m,2_11&14_ib
5.0,MAON-mut-pl,G2,MAON-templ,F10,15m,2_11&15_ib
5.0,MAON-mut-pl,H2,MAON-templ,G10,16m,2_11&16_ib
5.0,MAON-mut-pl,A3,MAON-templ,H10,17m,2_11&17_ib
5.0,MAON-mut-pl,B3,MAON-templ,A11,18m,2_11&18_ib
5.0,MAON-mut-pl,C3,MAON-templ,B11,19m,2_11&19_ib
2.5,MAON-wt-dil,D2,MAON-templ,C11,12_dil,2_11&20_ib
5.0,MAON-mut-pl,D2,MAON-templ,D11,12m,2_12&13_ib
5.0,MAON-mut-pl,D2,MAON-templ,E11,12m,2_12&14_ib
5.0,MAON-mut-pl,D2,MAON-templ,F11,12m,2_12&15_ib
5.0,MAON-mut-pl,D2,MAON-templ,G11,12m,2_12&16_ib
5.0,MAON-mut-pl,D2,MAON-templ,H11,12m,2_12&17_ib
5.0,MAON-mut-pl,D2,MAON-templ,A12,12m,2_12&18_ib
5.0,MAON-mut-pl,D2,MAON-templ,B12,12m,2_12&19_ib
5.0,MAON-mut-pl,D2,MAON-templ,C12,12m,2_12&20_ib
5.0,MAON-mut-pl,E2,MAON-templ,D12,13m,2_13&14_ib
5.0,MAON-mut-pl,E2,MAON-templ,E12,13m,2_13&15_ib
5.0,MAON-mut-pl,E2,MAON-templ,F12,13m,2_13&16_ib
5.0,MAON-mut-pl,E2,MAON-templ,G12,13m,2_13&17_ib
5.0,MAON-mut-pl,E2,MAON-templ,H12,13m,2_13&18_ib
2.5,MAON-wt-dil,C1,MAON-templ,A1,3_dil,1_wt_ib
2.5,MAON-wt-dil,E2,MAON-templ,B1,13_dil,2_wt_ib
2.5,MAON-wt-dil,G3,MAON-templ,C1,23_dil,3_wt_ib
2.5,MAON-wt-dil,C1,MAON-templ,D1,3_dil,1_1_ib
2.5,MAON-wt-dil,C1,MAON-templ,E1,3_dil,1_2_ib
2.5,MAON-wt-dil,B1,MAON-templ,F1,2_dil,1_3_ib
2.5,MAON-wt-dil,B1,MAON-templ,G1,2_dil,1_4_ib
2.5,MAON-wt-dil,B1,MAON-templ,H1,2_dil,1_5_ib
2.5,MAON-wt-dil,B1,MAON-templ,A2,2_dil,1_6_ib
2.5,MAON-wt-dil,B1,MAON-templ,B2,2_dil,1_7_ib
2.5,MAON-wt-dil,B1,MAON-templ,C2,2_dil,1_8_ib
2.5,MAON-wt-dil,B1,MAON-templ,D2,2_dil,1_9_ib
2.5,MAON-wt-dil,C1,MAON-templ,E2,3_dil,1_10_ib
2.5,MAON-wt-dil,E2,MAON-templ,F2,13_dil,2_11_ib
2.5,MAON-wt-dil,E2,MAON-templ,G2,13_dil,2_12_ib
2.5,MAON-wt-dil,D2,MAON-templ,H2,12_dil,2_13_ib
2.5,MAON-wt-dil,D2,MAON-templ,A3,12_dil,2_14_ib
2.5,MAON-wt-dil,D2,MAON-templ,B3,12_dil,2_15_ib
2.5,MAON-wt-dil,D2,MAON-templ,C3,12_dil,2_16_ib
2.5,MAON-wt-dil,D2,MAON-templ,D3,12_dil,2_17_ib
2.5,MAON-wt-dil,D2,MAON-templ,E3,12_dil,2_18_ib
2.5,MAON-wt-dil,D2,MAON-templ,F3,12_dil,2_19_ib
2.5,MAON-wt-dil,E2,MAON-templ,G3,13_dil,2_20_ib
2.5,MAON-wt-dil,G3,MAON-templ,H3,23_dil,3_21_ib
2.5,MAON-wt-dil,G3,MAON-templ,A4,23_dil,3_22_ib
2.5,MAON-wt-dil,F3,MAON-templ,B4,22_dil,3_23_ib
2.5,MAON-wt-dil,F3,MAON-templ,C4,22_dil,3_24_ib
2.5,MAON-wt-dil,F3,MAON-templ,D4,22_dil,3_25_ib
2.5,MAON-wt-dil,F3,MAON-templ,E4,22_dil,3_26_ib
2.5,MAON-wt-dil,C1,MAON-templ,F4,3_dil,1_1&2_ib
2.5,MAON-wt-dil,B1,MAON-templ,G4,2_dil,1_1&3_ib
2.5,MAON-wt-dil,B1,MAON-templ,H4,2_dil,1_1&4_ib
2.5,MAON-wt-dil,B1,MAON-templ,A5,2_dil,1_1&5_ib
2.5,MAON-wt-dil,B1,MAON-templ,B5,2_dil,1_1&6_ib
2.5,MAON-wt-dil,B1,MAON-templ,C5,2_dil,1_1&7_ib
2.5,MAON-wt-dil,B1,MAON-templ,D5,2_dil,1_1&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,E5,2_dil,1_1&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,F5,3_dil,1_1&10_ib
5.0,MAON-mut-pl,C1,MAON-templ,G5,3m,1_2&3_ib
5.0,MAON-mut-pl,D1,MAON-templ,H5,4m,1_2&4_ib
5.0,MAON-mut-pl,E1,MAON-templ,A6,5m,1_2&5_ib
5.0,MAON-mut-pl,F1,MAON-templ,B6,6m,1_2&6_ib
5.0,MAON-mut-pl,G1,MAON-templ,C6,7m,1_2&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,D6,8m,1_2&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,E6,9m,1_2&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,F6,3_dil,1_2&10_ib
5.0,MAON-mut-pl,D1,MAON-templ,G6,4m,1_3&4_ib
5.0,MAON-mut-pl,E1,MAON-templ,H6,5m,1_3&5_ib
5.0,MAON-mut-pl,F1,MAON-templ,A7,6m,1_3&6_ib
5.0,MAON-mut-pl,G1,MAON-templ,B7,7m,1_3&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,C7,8m,1_3&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,D7,9m,1_3&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,E7,2_dil,1_3&10_ib
5.0,MAON-mut-pl,E1,MAON-templ,F7,5m,1_4&5_ib
5.0,MAON-mut-pl,F1,MAON-templ,G7,6m,1_4&6_ib
5.0,MAON-mut-pl,G1,MAON-templ,H7,7m,1_4&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,A8,8m,1_4&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,B8,9m,1_4&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,C8,2_dil,1_4&10_ib
5.0,MAON-mut-pl,F1,MAON-templ,D8,6m,1_5&6_ib
5.0,MAON-mut-pl,G1,MAON-templ,E8,7m,1_5&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,F8,8m,1_5&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,G8,9m,1_5&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,H8,2_dil,1_5&10_ib
5.0,MAON-mut-pl,G1,MAON-templ,A9,7m,1_6&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,B9,8m,1_6&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,C9,9m,1_6&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,D9,2_dil,1_6&10_ib
5.0,MAON-mut-pl,H1,MAON-templ,E9,8m,1_7&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,F9,9m,1_7&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,G9,2_dil,1_7&10_ib
5.0,MAON-mut-pl,A2,MAON-templ,H9,9m,1_8&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,A10,2_dil,1_8&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,B10,2_dil,1_9&10_ib
2.5,MAON-wt-dil,E2,MAON-templ,C10,13_dil,2_11&12_ib
2.5,MAON-wt-dil,D2,MAON-templ,D10,12_dil,2_11&13_ib
2.5,MAON-wt-dil,D2,MAON-templ,E10,12_dil,2_11&14_ib
2.5,MAON-wt-dil,D2,MAON-templ,F10,12_dil,2_11&15_ib
2.5,MAON-wt-dil,D2,MAON-templ,G10,12_dil,2_11&16_ib
2.5,MAON-wt-dil,D2,MAON-templ,H10,12_dil,2_11&17_ib
2.5,MAON-wt-dil,D2,MAON-templ,A11,12_dil,2_11&18_ib
2.5,MAON-wt-dil,D2,MAON-templ,B11,12_dil,2_11&19_ib
2.5,MAON-wt-dil,E2,MAON-templ,C11,13_dil,2_11&20_ib
5.0,MAON-mut-pl,E2,MAON-templ,D11,13m,2_12&13_ib
5.0,MAON-mut-pl,F2,MAON-templ,E11,14m,2_12&14_ib
5.0,MAON-mut-pl,G2,MAON-templ,F11,15m,2_12&15_ib
5.0,MAON-mut-pl,H2,MAON-templ,G11,16m,2_12&16_ib
5.0,MAON-mut-pl,A3,MAON-templ,H11,17m,2_12&17_ib
5.0,MAON-mut-pl,B3,MAON-templ,A12,18m,2_12&18_ib
5.0,MAON-mut-pl,C3,MAON-templ,B12,19m,2_12&19_ib
2.5,MAON-wt-dil,E2,MAON-templ,C12,13_dil,2_12&20_ib
5.0,MAON-mut-pl,F2,MAON-templ,D12,14m,2_13&14_ib
5.0,MAON-mut-pl,G2,MAON-templ,E12,15m,2_13&15_ib
5.0,MAON-mut-pl,H2,MAON-templ,F12,16m,2_13&16_ib
5.0,MAON-mut-pl,A3,MAON-templ,G12,17m,2_13&17_ib
5.0,MAON-mut-pl,B3,MAON-templ,H12,18m,2_13&18_ib
2.5,MAON-wt-dil,D1,MAON-templ,A1,4_dil,1_wt_ib
2.5,MAON-wt-dil,F2,MAON-templ,B1,14_dil,2_wt_ib
2.5,MAON-wt-dil,H3,MAON-templ,C1,24_dil,3_wt_ib
2.5,MAON-wt-dil,D1,MAON-templ,D1,4_dil,1_1_ib
2.5,MAON-wt-dil,D1,MAON-templ,E1,4_dil,1_2_ib
2.5,MAON-wt-dil,D1,MAON-templ,F1,4_dil,1_3_ib
2.5,MAON-wt-dil,C1,MAON-templ,G1,3_dil,1_4_ib
2.5,MAON-wt-dil,C1,MAON-templ,H1,3_dil,1_5_ib
2.5,MAON-wt-dil,C1,MAON-templ,A2,3_dil,1_6_ib
2.5,MAON-wt-dil,C1,MAON-templ,B2,3_dil,1_7_ib
2.5,MAON-wt-dil,C1,MAON-templ,C2,3_dil,1_8_ib
2.5,MAON-wt-dil,C1,MAON-templ,D2,3_dil,1_9_ib
2.5,MAON-wt-dil,D1,MAON-templ,E2,4_dil,1_10_ib
2.5,MAON-wt-dil,F2,MAON-templ,F2,14_dil,2_11_ib
2.5,MAON-wt-dil,F2,MAON-templ,G2,14_dil,2_12_ib
2.5,MAON-wt-dil,F2,MAON-templ,H2,14_dil,2_13_ib
2.5,MAON-wt-dil,E2,MAON-templ,A3,13_dil,2_14_ib
2.5,MAON-wt-dil,E2,MAON-templ,B3,13_dil,2_15_ib
2.5,MAON-wt-dil,E2,MAON-templ,C3,13_dil,2_16_ib
2.5,MAON-wt-dil,E2,MAON-templ,D3,13_dil,2_17_ib
2.5,MAON-wt-dil,E2,MAON-templ,E3,13_dil,2_18_ib
2.5,MAON-wt-dil,E2,MAON-templ,F3,13_dil,2_19_ib
2.5,MAON-wt-dil,F2,MAON-templ,G3,14_dil,2_20_ib
2.5,MAON-wt-dil,H3,MAON-templ,H3,24_dil,3_21_ib
2.5,MAON-wt-dil,H3,MAON-templ,A4,24_dil,3_22_ib
2.5,MAON-wt-dil,H3,MAON-templ,B4,24_dil,3_23_ib
2.5,MAON-wt-dil,G3,MAON-templ,C4,23_dil,3_24_ib
2.5,MAON-wt-dil,G3,MAON-templ,D4,23_dil,3_25_ib
2.5,MAON-wt-dil,G3,MAON-templ,E4,23_dil,3_26_ib
2.5,MAON-wt-dil,D1,MAON-templ,F4,4_dil,1_1&2_ib
2.5,MAON-wt-dil,D1,MAON-templ,G4,4_dil,1_1&3_ib
2.5,MAON-wt-dil,C1,MAON-templ,H4,3_dil,1_1&4_ib
2.5,MAON-wt-dil,C1,MAON-templ,A5,3_dil,1_1&5_ib
2.5,MAON-wt-dil,C1,MAON-templ,B5,3_dil,1_1&6_ib
2.5,MAON-wt-dil,C1,MAON-templ,C5,3_dil,1_1&7_ib
2.5,MAON-wt-dil,C1,MAON-templ,D5,3_dil,1_1&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,E5,3_dil,1_1&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,F5,4_dil,1_1&10_ib
2.5,MAON-wt-dil,D1,MAON-templ,G5,4_dil,1_2&3_ib
2.5,MAON-wt-dil,C1,MAON-templ,H5,3_dil,1_2&4_ib
2.5,MAON-wt-dil,C1,MAON-templ,A6,3_dil,1_2&5_ib
2.5,MAON-wt-dil,C1,MAON-templ,B6,3_dil,1_2&6_ib
2.5,MAON-wt-dil,C1,MAON-templ,C6,3_dil,1_2&7_ib
2.5,MAON-wt-dil,C1,MAON-templ,D6,3_dil,1_2&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,E6,3_dil,1_2&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,F6,4_dil,1_2&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,G6,2_dil,1_3&4_ib
2.5,MAON-wt-dil,B1,MAON-templ,H6,2_dil,1_3&5_ib
2.5,MAON-wt-dil,B1,MAON-templ,A7,2_dil,1_3&6_ib
2.5,MAON-wt-dil,B1,MAON-templ,B7,2_dil,1_3&7_ib
2.5,MAON-wt-dil,B1,MAON-templ,C7,2_dil,1_3&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,D7,2_dil,1_3&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,E7,4_dil,1_3&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,F7,2_dil,1_4&5_ib
2.5,MAON-wt-dil,B1,MAON-templ,G7,2_dil,1_4&6_ib
2.5,MAON-wt-dil,B1,MAON-templ,H7,2_dil,1_4&7_ib
2.5,MAON-wt-dil,B1,MAON-templ,A8,2_dil,1_4&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,B8,2_dil,1_4&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,C8,3_dil,1_4&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,D8,2_dil,1_5&6_ib
2.5,MAON-wt-dil,B1,MAON-templ,E8,2_dil,1_5&7_ib
2.5,MAON-wt-dil,B1,MAON-templ,F8,2_dil,1_5&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,G8,2_dil,1_5&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,H8,3_dil,1_5&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,A9,2_dil,1_6&7_ib
2.5,MAON-wt-dil,B1,MAON-templ,B9,2_dil,1_6&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,C9,2_dil,1_6&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,D9,3_dil,1_6&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,E9,2_dil,1_7&8_ib
2.5,MAON-wt-dil,B1,MAON-templ,F9,2_dil,1_7&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,G9,3_dil,1_7&10_ib
2.5,MAON-wt-dil,B1,MAON-templ,H9,2_dil,1_8&9_ib
2.5,MAON-wt-dil,C1,MAON-templ,A10,3_dil,1_8&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,B10,3_dil,1_9&10_ib
2.5,MAON-wt-dil,F2,MAON-templ,C10,14_dil,2_11&12_ib
2.5,MAON-wt-dil,F2,MAON-templ,D10,14_dil,2_11&13_ib
2.5,MAON-wt-dil,E2,MAON-templ,E10,13_dil,2_11&14_ib
2.5,MAON-wt-dil,E2,MAON-templ,F10,13_dil,2_11&15_ib
2.5,MAON-wt-dil,E2,MAON-templ,G10,13_dil,2_11&16_ib
2.5,MAON-wt-dil,E2,MAON-templ,H10,13_dil,2_11&17_ib
2.5,MAON-wt-dil,E2,MAON-templ,A11,13_dil,2_11&18_ib
2.5,MAON-wt-dil,E2,MAON-templ,B11,13_dil,2_11&19_ib
2.5,MAON-wt-dil,F2,MAON-templ,C11,14_dil,2_11&20_ib
2.5,MAON-wt-dil,F2,MAON-templ,D11,14_dil,2_12&13_ib
2.5,MAON-wt-dil,E2,MAON-templ,E11,13_dil,2_12&14_ib
2.5,MAON-wt-dil,E2,MAON-templ,F11,13_dil,2_12&15_ib
2.5,MAON-wt-dil,E2,MAON-templ,G11,13_dil,2_12&16_ib
2.5,MAON-wt-dil,E2,MAON-templ,H11,13_dil,2_12&17_ib
2.5,MAON-wt-dil,E2,MAON-templ,A12,13_dil,2_12&18_ib
2.5,MAON-wt-dil,E2,MAON-templ,B12,13_dil,2_12&19_ib
2.5,MAON-wt-dil,F2,MAON-templ,C12,14_dil,2_12&20_ib
2.5,MAON-wt-dil,D2,MAON-templ,D12,12_dil,2_13&14_ib
2.5,MAON-wt-dil,D2,MAON-templ,E12,12_dil,2_13&15_ib
2.5,MAON-wt-dil,D2,MAON-templ,F12,12_dil,2_13&16_ib
2.5,MAON-wt-dil,D2,MAON-templ,G12,12_dil,2_13&17_ib
2.5,MAON-wt-dil,D2,MAON-templ,H12,12_dil,2_13&18_ib
2.5,MAON-wt-dil,E1,MAON-templ,A1,5_dil,1_wt_ib
2.5,MAON-wt-dil,G2,MAON-templ,B1,15_dil,2_wt_ib
2.5,MAON-wt-dil,A4,MAON-templ,C1,25_dil,3_wt_ib
2.5,MAON-wt-dil,E1,MAON-templ,D1,5_dil,1_1_ib
2.5,MAON-wt-dil,E1,MAON-templ,E1,5_dil,1_2_ib
2.5,MAON-wt-dil,E1,MAON-templ,F1,5_dil,1_3_ib
2.5,MAON-wt-dil,E1,MAON-templ,G1,5_dil,1_4_ib
2.5,MAON-wt-dil,D1,MAON-templ,H1,4_dil,1_5_ib
2.5,MAON-wt-dil,D1,MAON-templ,A2,4_dil,1_6_ib
2.5,MAON-wt-dil,D1,MAON-templ,B2,4_dil,1_7_ib
2.5,MAON-wt-dil,D1,MAON-templ,C2,4_dil,1_8_ib
2.5,MAON-wt-dil,D1,MAON-templ,D2,4_dil,1_9_ib
2.5,MAON-wt-dil,E1,MAON-templ,E2,5_dil,1_10_ib
2.5,MAON-wt-dil,G2,MAON-templ,F2,15_dil,2_11_ib
2.5,MAON-wt-dil,G2,MAON-templ,G2,15_dil,2_12_ib
2.5,MAON-wt-dil,G2,MAON-templ,H2,15_dil,2_13_ib
2.5,MAON-wt-dil,G2,MAON-templ,A3,15_dil,2_14_ib
2.5,MAON-wt-dil,F2,MAON-templ,B3,14_dil,2_15_ib
2.5,MAON-wt-dil,F2,MAON-templ,C3,14_dil,2_16_ib
2.5,MAON-wt-dil,F2,MAON-templ,D3,14_dil,2_17_ib
2.5,MAON-wt-dil,F2,MAON-templ,E3,14_dil,2_18_ib
2.5,MAON-wt-dil,F2,MAON-templ,F3,14_dil,2_19_ib
2.5,MAON-wt-dil,G2,MAON-templ,G3,15_dil,2_20_ib
2.5,MAON-wt-dil,A4,MAON-templ,H3,25_dil,3_21_ib
2.5,MAON-wt-dil,A4,MAON-templ,A4,25_dil,3_22_ib
2.5,MAON-wt-dil,A4,MAON-templ,B4,25_dil,3_23_ib
2.5,MAON-wt-dil,A4,MAON-templ,C4,25_dil,3_24_ib
2.5,MAON-wt-dil,H3,MAON-templ,D4,24_dil,3_25_ib
2.5,MAON-wt-dil,H3,MAON-templ,E4,24_dil,3_26_ib
2.5,MAON-wt-dil,E1,MAON-templ,F4,5_dil,1_1&2_ib
2.5,MAON-wt-dil,E1,MAON-templ,G4,5_dil,1_1&3_ib
2.5,MAON-wt-dil,E1,MAON-templ,H4,5_dil,1_1&4_ib
2.5,MAON-wt-dil,D1,MAON-templ,A5,4_dil,1_1&5_ib
2.5,MAON-wt-dil,D1,MAON-templ,B5,4_dil,1_1&6_ib
2.5,MAON-wt-dil,D1,MAON-templ,C5,4_dil,1_1&7_ib
2.5,MAON-wt-dil,D1,MAON-templ,D5,4_dil,1_1&8_ib
2.5,MAON-wt-dil,D1,MAON-templ,E5,4_dil,1_1&9_ib
2.5,MAON-wt-dil,E1,MAON-templ,F5,5_dil,1_1&10_ib
2.5,MAON-wt-dil,E1,MAON-templ,G5,5_dil,1_2&3_ib
2.5,MAON-wt-dil,E1,MAON-templ,H5,5_dil,1_2&4_ib
2.5,MAON-wt-dil,D1,MAON-templ,A6,4_dil,1_2&5_ib
2.5,MAON-wt-dil,D1,MAON-templ,B6,4_dil,1_2&6_ib
2.5,MAON-wt-dil,D1,MAON-templ,C6,4_dil,1_2&7_ib
2.5,MAON-wt-dil,D1,MAON-templ,D6,4_dil,1_2&8_ib
2.5,MAON-wt-dil,D1,MAON-templ,E6,4_dil,1_2&9_ib
2.5,MAON-wt-dil,E1,MAON-templ,F6,5_dil,1_2&10_ib
2.5,MAON-wt-dil,E1,MAON-templ,G6,5_dil,1_3&4_ib
2.5,MAON-wt-dil,D1,MAON-templ,H6,4_dil,1_3&5_ib
2.5,MAON-wt-dil,D1,MAON-templ,A7,4_dil,1_3&6_ib
2.5,MAON-wt-dil,D1,MAON-templ,B7,4_dil,1_3&7_ib
2.5,MAON-wt-dil,D1,MAON-templ,C7,4_dil,1_3&8_ib
2.5,MAON-wt-dil,D1,MAON-templ,D7,4_dil,1_3&9_ib
2.5,MAON-wt-dil,E1,MAON-templ,E7,5_dil,1_3&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,F7,3_dil,1_4&5_ib
2.5,MAON-wt-dil,C1,MAON-templ,G7,3_dil,1_4&6_ib
2.5,MAON-wt-dil,C1,MAON-templ,H7,3_dil,1_4&7_ib
2.5,MAON-wt-dil,C1,MAON-templ,A8,3_dil,1_4&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,B8,3_dil,1_4&9_ib
2.5,MAON-wt-dil,E1,MAON-templ,C8,5_dil,1_4&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,D8,3_dil,1_5&6_ib
2.5,MAON-wt-dil,C1,MAON-templ,E8,3_dil,1_5&7_ib
2.5,MAON-wt-dil,C1,MAON-templ,F8,3_dil,1_5&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,G8,3_dil,1_5&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,H8,4_dil,1_5&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,A9,3_dil,1_6&7_ib
2.5,MAON-wt-dil,C1,MAON-templ,B9,3_dil,1_6&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,C9,3_dil,1_6&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,D9,4_dil,1_6&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,E9,3_dil,1_7&8_ib
2.5,MAON-wt-dil,C1,MAON-templ,F9,3_dil,1_7&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,G9,4_dil,1_7&10_ib
2.5,MAON-wt-dil,C1,MAON-templ,H9,3_dil,1_8&9_ib
2.5,MAON-wt-dil,D1,MAON-templ,A10,4_dil,1_8&10_ib
2.5,MAON-wt-dil,D1,MAON-templ,B10,4_dil,1_9&10_ib
2.5,MAON-wt-dil,G2,MAON-templ,C10,15_dil,2_11&12_ib
2.5,MAON-wt-dil,G2,MAON-templ,D10,15_dil,2_11&13_ib
2.5,MAON-wt-dil,G2,MAON-templ,E10,15_dil,2_11&14_ib
2.5,MAON-wt-dil,F2,MAON-templ,F10,14_dil,2_11&15_ib
2.5,MAON-wt-dil,F2,MAON-templ,G10,14_dil,2_11&16_ib
2.5,MAON-wt-dil,F2,MAON-templ,H10,14_dil,2_11&17_ib
2.5,MAON-wt-dil,F2,MAON-templ,A11,14_dil,2_11&18_ib
2.5,MAON-wt-dil,F2,MAON-templ,B11,14_dil,2_11&19_ib
2.5,MAON-wt-dil,G2,MAON-templ,C11,15_dil,2_11&20_ib
2.5,MAON-wt-dil,G2,MAON-templ,D11,15_dil,2_12&13_ib
2.5,MAON-wt-dil,G2,MAON-templ,E11,15_dil,2_12&14_ib
2.5,MAON-wt-dil,F2,MAON-templ,F11,14_dil,2_12&15_ib
2.5,MAON-wt-dil,F2,MAON-templ,G11,14_dil,2_12&16_ib
2.5,MAON-wt-dil,F2,MAON-templ,H11,14_dil,2_12&17_ib
2.5,MAON-wt-dil,F2,MAON-templ,A12,14_dil,2_12&18_ib
2.5,MAON-wt-dil,F2,MAON-templ,B12,14_dil,2_12&19_ib
2.5,MAON-wt-dil,G2,MAON-templ,C12,15_dil,2_12&20_ib
2.5,MAON-wt-dil,G2,MAON-templ,D12,15_dil,2_13&14_ib
2.5,MAON-wt-dil,F2,MAON-templ,E12,14_dil,2_13&15_ib
2.5,MAON-wt-dil,F2,MAON-templ,F12,14_dil,2_13&16_ib
2.5,MAON-wt-dil,F2,MAON-templ,G12,14_dil,2_13&17_ib
2.5,MAON-wt-dil,F2,MAON-templ,H12,14_dil,2_13&18_ib
2.5,MAON-wt-dil,F1,MAON-templ,A1,6_dil,1_wt_ib
2.5,MAON-wt-dil,H2,MAON-templ,B1,16_dil,2_wt_ib
2.5,MAON-wt-dil,B4,MAON-templ,C1,26_dil,3_wt_ib
2.5,MAON-wt-dil,F1,MAON-templ,D1,6_dil,1_1_ib
2.5,MAON-wt-dil,F1,MAON-templ,E1,6_dil,1_2_ib
2.5,MAON-wt-dil,F1,MAON-templ,F1,6_dil,1_3_ib
2.5,MAON-wt-dil,F1,MAON-templ,G1,6_dil,1_4_ib
2.5,MAON-wt-dil,F1,MAON-templ,H1,6_dil,1_5_ib
2.5,MAON-wt-dil,E1,MAON-templ,A2,5_dil,1_6_ib
2.5,MAON-wt-dil,E1,MAON-templ,B2,5_dil,1_7_ib
2.5,MAON-wt-dil,E1,MAON-templ,C2,5_dil,1_8_ib
2.5,MAON-wt-dil,E1,MAON-templ,D2,5_dil,1_9_ib
2.5,MAON-wt-dil,F1,MAON-templ,E2,6_dil,1_10_ib
2.5,MAON-wt-dil,H2,MAON-templ,F2,16_dil,2_11_ib
2.5,MAON-wt-dil,H2,MAON-templ,G2,16_dil,2_12_ib
2.5,MAON-wt-dil,H2,MAON-templ,H2,16_dil,2_13_ib
2.5,MAON-wt-dil,H2,MAON-templ,A3,16_dil,2_14_ib
2.5,MAON-wt-dil,H2,MAON-templ,B3,16_dil,2_15_ib
2.5,MAON-wt-dil,G2,MAON-templ,C3,15_dil,2_16_ib
2.5,MAON-wt-dil,G2,MAON-templ,D3,15_dil,2_17_ib
2.5,MAON-wt-dil,G2,MAON-templ,E3,15_dil,2_18_ib
2.5,MAON-wt-dil,G2,MAON-templ,F3,15_dil,2_19_ib
